EEP          log10_isochrone_age_yr                    initial_mass                       star_mass                       star_mdot                    he_core_mass                     c_core_mass                           log_L                          log_LH                         log_LHe                        log_Teff                           log_R                           log_g                      surface_h1                     surface_he3                     surface_he4                     surface_c12                     surface_o16                    log_center_T                  log_center_Rho                    center_gamma                       center_h1                      center_he4                      center_c12                           phase
  177         6.0000000000000000E+000         4.1685172770722101E+000         4.1685044973909475E+000        -1.6983469190476801E-011         0.0000000000000000E+000         0.0000000000000000E+000         2.6190848094131280E+000         1.0242827013435483E+000        -4.2510112688462172E+001         4.1073407826031456E+000         6.1753799168238688E-001         3.8221766202794978E+000         7.1540552155199832E-001         6.6265334598629162E-005         2.7024304463459886E-001         2.4964354012832280E-003         6.1086394924868091E-003         7.2425160751185844E+000         1.1883169248347998E+000         3.5800744933078166E-002         7.1538886849477312E-001         2.7027328821360747E-001         2.4163358166460641E-003        -1.0000000000000000E+000
  178         6.0000000000000000E+000         4.1873326255484073E+000         4.1873195954620464E+000        -1.7041995176807014E-011         0.0000000000000000E+000         0.0000000000000000E+000         2.6355843407794479E+000         1.2311876051886141E+000        -4.1758908162412354E+001         4.1183837391691318E+000         6.0370184423357631E-001         3.8517523135336034E+000         7.1540587395482158E-001         6.6259632925406737E-005         2.7024270814852902E-001         2.4964327765950793E-003         6.1086330700199244E-003         7.2577425801939857E+000         1.2166369307934313E+000         3.5327186357220451E-002         7.1538380417181546E-001         2.7028055065298562E-001         2.3430227336322176E-003        -1.0000000000000000E+000
  179         6.0000000000000000E+000         4.2036544023237301E+000         4.2036411538157150E+000        -1.7023378014084696E-011         0.0000000000000000E+000         0.0000000000000000E+000         2.6483756409140056E+000         1.4073648813151158E+000        -4.1108240622202302E+001         4.1276970986425505E+000         5.9147077535401482E-001         3.8778655950292693E+000         7.1540617153063746E-001         6.6255027392855408E-005         2.7024242378347541E-001         2.4964306023414614E-003         6.1086277497414479E-003         7.2713596437885659E+000         1.2387106266510175E+000         3.4821922343145892E-002         7.1537345870981905E-001         2.7028726709495143E-001         2.2313812957120770E-003        -1.0000000000000000E+000
  180         6.0000000000000000E+000         4.2232911289440036E+000         4.2232776178405409E+000        -1.6919903066999287E-011         0.0000000000000000E+000         0.0000000000000000E+000         2.6618850206685223E+000         1.6269385572102939E+000        -4.0306000063937816E+001         4.1385092232834255E+000         5.7660121594952396E-001         3.9095912047417478E+000         7.1540655581653534E-001         6.6249842513581411E-005         2.7024205629606235E-001         2.4964278156404196E-003         6.1086209308379661E-003         7.2894722795960503E+000         1.2607417294809355E+000         3.3967749976356459E-002         7.1534499604798185E-001         2.7029515404723536E-001         1.9921723834991751E-003        -1.0000000000000000E+000
  181         6.0000000000000000E+000         4.2432706223827417E+000         4.2432568453771768E+000        -1.6702493484364838E-011         0.0000000000000000E+000         0.0000000000000000E+000         2.6726888763271850E+000         1.8702052806686340E+000        -3.9451572029976639E+001         4.1488033085466789E+000         5.6141497325234768E-001         3.9419848563283120E+000         7.1540698636523481E-001         6.6244894844485252E-005         2.7024164428732333E-001         2.4964247170551779E-003         6.1086133487710786E-003         7.3084569598521938E+000         1.2768298982864810E+000         3.2918959418315748E-002         7.1533705968559536E-001         2.7029607956366569E-001         1.9361195589582621E-003        -1.0000000000000000E+000
  182         6.0000000000000000E+000         4.2677065424328449E+000         4.2676924441618560E+000        -1.6227824239458101E-011         0.0000000000000000E+000         0.0000000000000000E+000         2.6792549510364578E+000         2.1633332212010865E+000        -3.8529839987444660E+001         4.1596042926659900E+000         5.4309604236836195E-001         3.9810947061033577E+000         7.1540757226760432E-001         6.6239246811113092E-005         2.7024108323865553E-001         2.4964205389365491E-003         6.1086031251456428E-003         7.3283564055208323E+000         1.2868221416612029E+000         3.1686337448306380E-002         7.1532933610408089E-001         2.7029537971388456E-001         1.8964410990074663E-003        -1.0000000000000000E+000
  183         6.0000000000000000E+000         4.2992810746528693E+000         4.2992665737881293E+000        -1.5166640547535081E-011         0.0000000000000000E+000         0.0000000000000000E+000         2.6716297456650597E+000         2.4388703921301458E+000        -3.7740105385294221E+001         4.1688928640907710E+000         5.2070629683310254E-001         4.0290683435269017E+000         7.1540842449980446E-001         6.6232042982385472E-005         2.7024026665729706E-001         2.4964145579351674E-003         6.1085884899657258E-003         7.3460337953635264E+000         1.2818541456592358E+000         3.0306437511217574E-002         7.1530846094603995E-001         2.7029524572758723E-001         1.7744969765709968E-003        -1.0000000000000000E+000
  184         6.0000000000000000E+000         4.3308237811796548E+000         4.3308088988005231E+000        -1.3644224998066236E-011         0.0000000000000000E+000         0.0000000000000000E+000         2.6451555438448939E+000         2.5592687600294139E+000        -3.7378510320222482E+001         4.1721667212431859E+000         5.0092148161818972E-001         4.0718289033847324E+000         7.1540924502279557E-001         6.6224568885855966E-005         2.7023947929542119E-001         2.4964091686519546E-003         6.1085753026874686E-003         7.3547588074694907E+000         1.2634034040805249E+000         2.9289247345924981E-002         7.1527759134013913E-001         2.7029734848882009E-001         1.5864493432136662E-003        -1.0000000000000000E+000
  185         6.0000000000000000E+000         4.3505450078121513E+000         4.3505298974592668E+000        -1.3456086408382956E-011         0.0000000000000000E+000         0.0000000000000000E+000         2.6075630694149909E+000         2.5615383277928014E+000        -3.7327549256700742E+001         4.1647420539412696E+000         4.9697457900706954E-001         4.0817177525378225E+000         7.1540913834506048E-001         6.6220165041696292E-005         2.7023957904938822E-001         2.4964110558054076E-003         6.1085799204476914E-003         7.3563758580131680E+000         1.2494614282854168E+000         2.8875168729678484E-002         7.1525463682913049E-001         2.7029950541408332E-001         1.4487498337371215E-003        -1.0000000000000000E+000
  186         6.0000000000000000E+000         4.3567250364766297E+000         4.3567098535364330E+000        -1.4906882622834899E-011         0.0000000000000000E+000         0.0000000000000000E+000         2.5784578315790272E+000         2.5350296310466351E+000        -3.7379670379765209E+001         4.1542129274618480E+000         5.0348021304793023E-001         4.0693316702381157E+000         7.1540938361005613E-001         6.6218850185494714E-005         2.7023934457709070E-001         2.4964094154410377E-003         6.1085759065667138E-003         7.3553788085100269E+000         1.2438213502578099E+000         2.8817669560211392E-002         7.1524762259353647E-001         2.7030010400575316E-001         1.4083102230215165E-003        -1.0000000000000000E+000
  187         6.0000000000000000E+000         4.3577665982657878E+000         4.3577514029955466E+000        -1.4674229195921749E-011         0.0000000000000000E+000         0.0000000000000000E+000         2.5795979963327391E+000         2.5356633459759217E+000        -3.7375363724508645E+001         4.1544630007619201E+000         5.0355014882464211E-001         4.0692971653327161E+000         7.1540896315970359E-001         6.6218616998426006E-005         2.7023974646297821E-001         2.4964128906948824E-003         6.1085844103208557E-003         7.3554926124206190E+000         1.2432997188176671E+000         2.8797720671638341E-002         7.1524639406213408E-001         2.7030024464941510E-001         1.4008798927946917E-003        -1.0000000000000000E+000
  188         6.0000000000000000E+000         4.3697918976851824E+000         4.3697765609289094E+000        -1.3945771689491332E-011         0.0000000000000000E+000         0.0000000000000000E+000         2.5745808270234298E+000         2.5328222967863168E+000        -3.7342946291802221E+001         4.1551739410259074E+000         4.9961968364201303E-001         4.0783746013300188E+000         7.1540545182236959E-001         6.6215900602200213E-005         2.7024309489262871E-001         2.4964427137412447E-003         6.1086573856675049E-003         7.3564097849363002E+000         1.2376331318788472E+000         2.8606447172211807E-002         7.1523003536113139E-001         2.7030210164481250E-001         1.3039315422184647E-003        -1.0000000000000000E+000
